pathway	description	HB1	HB2	HB3	HB4	HB5	N1	N2	N3	N4	N5
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	19297.37795844361	20589.718295965864	20984.69791848364	24906.14955849603	21939.276663629786	12728.302020535244	11231.60988160856	14233.77090236563	13084.393628887678	9537.253471788828
PWY-6713	L-rhamnose degradation II	0.0	0.0	7.493621882039957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6728	methylaspartate cycle	37.33597927458474	52.189080215587225	356.2765642982543	0.0	81.90885064647554	59.7449590114899	57.57014363220568	22.46454379299216	0.0	57.26777456650814
PWY-6731	starch degradation III	0.0	7.498709356207816	7.49876951530154	0.0	7.498813126982388	4.999450760923342	0.0	0.0	0.0	0.0
PWY-6737	starch degradation V	44211.46010698263	35434.11462867188	44465.28508667439	38423.72291517198	39672.72934647297	70504.56483483245	69778.42628789952	64364.55774053079	60318.76093669701	56198.41651175434
PWY-6749	CMP-legionaminate biosynthesis I	3444.626478017861	4780.146412108243	3772.163071451056	1828.6774292541184	4048.903611634781	10002.81138091993	7718.764802073416	10572.381791360704	5478.122553170869	7730.6702926413345
PWY-6876	isopropanol biosynthesis	60.61929711221288	205.4382449997804	454.8587252213375	273.7559587916392	619.2849570881735	377.811961307496	49.96795562125558	496.5679649987491	285.94473841463247	35.9751479907352
PWY-6891	thiazole biosynthesis II (Bacillus)	20724.350580837432	19914.100633535207	20842.36443080623	23302.68640584691	21315.34860715106	12811.939829219134	12704.289403769848	11682.245527540405	12674.569327567657	11292.116724203226
PWY-6892	thiazole biosynthesis I (E. coli)	31630.47233361342	26239.14649616093	32749.49351168898	28465.991370301927	29303.806860662306	35686.05592101894	25903.76718447912	46720.08741420955	30410.197524735817	41292.41077339253
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	30358.953994998905	27098.17303014568	32004.291253636155	26710.982094122017	27148.86665440995	32243.33687262041	31362.33843994592	31484.331375665304	31804.55200077023	27979.94641811537
PWY-6897	thiamin salvage II	34447.9358048686	29824.726106017573	36878.28181964228	27998.70002500384	29505.066124762157	52613.58085676577	50077.97906945793	54417.47358215174	51379.38132182864	44487.62235712329
PWY-6901	superpathway of glucose and xylose degradation	36655.265737251575	37705.90910838767	39855.1854386558	40123.24171295584	42109.12903950787	57162.30171783028	55784.35282941446	45170.210475494416	49895.98370468737	29726.129216139678
PWY-6906	chitin derivatives degradation	0.0	453.021454458675	857.1898973744728	475.7306199889181	857.0778113922552	567.5315603152835	0.0	658.2876582478586	649.9978183074485	0.0
PWY-6944	androstenedione degradation	0.0	2.3903670210425494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	44129.73368605551	41947.10806857586	45531.97329569076	40219.05832922026	41431.12791045433	66782.06534106759	66956.11814339532	69942.04558990069	67482.4329270024	54887.6777813775
PWY-7003	glycerol degradation to butanol	27881.45993822681	11249.563993897991	26016.58457146272	14237.862548078176	15661.978140707062	25019.398040435342	19410.56165614245	21172.392279185864	12602.330837765005	15185.303967361682
PWY-7007	methyl ketone biosynthesis	4.659686065068846	0.0	0.0	0.0	0.0	5.999088656945018	0.0	27.642625951861152	2.999764556237728	0.0
PWY-7013	L-1,2-propanediol degradation	48866.0473168984	52729.57364162498	21098.49006610087	65320.498802663446	55752.30691579441	9698.795345859196	5855.34775771034	10161.358980930692	5106.291923644449	8481.335450298964
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	1277.811664818884	666.3420958924132	968.0503817127252	470.73671208530993	612.1561220269057	1972.3453233220216	1668.0508806133469	1707.7450620434631	963.8514423785674	687.8557712422258
PWY-7094	fatty acid salvage	2171.192286050392	5404.110904913905	11580.817122665432	6454.859369446264	8097.913711447873	7777.423670113307	253.08538380035955	14364.035962143716	5643.331443984024	157.78714250093182
PWY-7097	vanillin and vanillate degradation I	55.50015052585811	12.364533544491431	116.25968306641084	15.10005888152216	48.25047345821615	33.784665960122815	22.211286211770076	19.296666540321777	6.775540815664992	0.0
PWY-7098	vanillin and vanillate degradation II	62.41907885763403	13.909289955640046	130.6183283018361	16.98659822473581	54.2696344369462	37.91637612521094	24.863894290870075	21.699716548411683	7.617832451412031	0.0
PWY-7111	pyruvate fermentation to isobutanol (engineered)	55828.27192776684	48433.356841302426	55082.12293413002	51106.64578339477	50861.25716665386	83072.91992688765	81177.1759835048	79406.79494767822	69827.6021134484	64947.252193575456
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	0.0	8.971546829097402	8.986469837178257	0.0	8.9751488233558	11.968747302800931	0.0	0.0	0.0	0.0
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	35111.404126296155	32950.923456124394	37312.58355943364	33023.90695513219	36625.878138923465	57371.19551727148	47284.42089116416	55107.63057866341	47894.85468557349	44320.57616875653
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	35446.05754814172	30488.224291329378	36733.351966374335	31764.32821380447	36000.33499729613	58377.38071482379	49898.66492631628	53688.637911832615	47638.40831259223	43565.98317583271
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	40446.02937703043	35756.26371820196	42506.37443743472	35322.76856295602	39836.21955651735	71957.49491883953	66649.29013335514	62679.99924067864	60283.086492615286	50951.98453582689
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	30768.418271731447	30372.56808860733	32925.06356551786	28774.284266622846	32014.17978751163	56745.23516312873	51933.38298437496	55725.30125209906	52859.10199971572	45095.19532693118
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	926.6095582951835	539.511766080426	553.8958203798609	1202.6432705766692	581.2064085163681	3499.57859445268	2251.179123125047	905.3200698013868	809.2596384632695	1583.627206128492
PWY-7199	pyrimidine deoxyribonucleosides salvage	32052.57298318912	27568.648026482937	33047.98996289832	29761.48711130412	32444.144853191243	48788.74007699703	41183.67776777482	35501.831522101245	33018.188800544005	28396.91589113105
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	30443.506701189188	27925.74650565527	31928.06971203838	28909.69379454403	32273.863497197304	49738.03370932802	39665.243507522544	41916.03354027822	36067.6638720672	34184.760847358455
PWY-7208	superpathway of pyrimidine nucleobases salvage	51360.15507877839	41332.77868067664	53438.85457444335	43988.49683790388	52182.17385367365	91555.03143717338	83437.20303785594	80221.02052339127	73333.35148052844	65325.182653087664
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	1306.9689493000124	765.2064743498523	785.6742051531944	1690.2666099196028	824.285959638095	4856.801331302543	3139.966989374679	1283.7344241921012	1146.925092463397	2226.743108699206
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	36731.8166056009	33680.464619843355	38377.6619619006	34466.96708920826	36891.586881050265	53280.27625989541	44605.34937629396	57980.05992761242	49501.01788054425	47797.7824226684
PWY-7219	adenosine ribonucleotides de novo biosynthesis	50410.72573061584	40492.51241856562	52820.933893572015	42499.501564439	48864.736616787406	86522.69449751725	80720.95926081752	78099.45956422416	70862.42403624418	64268.3957466874
PWY-722	nicotinate degradation I	14.748868839676454	357.6260002954025	622.5373746912306	430.8899760132472	647.7885155610032	588.9950411192887	10.437583892617448	616.1119903235683	390.60651032932367	0.0
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	58350.75033018237	44923.46860349712	57755.87010952517	49571.33621714409	55612.36766273529	89698.44681797309	86101.0045975712	77806.4749547026	73433.70059221925	64038.490886987725
PWY-7221	guanosine ribonucleotides de novo biosynthesis	48747.08725147812	40096.98774091981	47747.40844257999	42587.09954283694	48887.99402010887	78809.5474340561	72740.19540145405	70509.25556288683	63779.51630239702	57648.46898608713
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	58350.75033018237	44923.46860349712	57755.87010952517	49571.33621714409	55612.36766273529	89698.44681797309	86101.0045975712	77806.4749547026	73433.70059221925	64038.490886987725
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	41405.16591521492	39267.14355635057	42894.92390544288	38549.04321552518	42978.72555175062	69869.55543702297	63109.77928015943	65726.84844777278	60884.05258637818	52749.765213640254
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	54000.84153419741	43302.90468726608	55821.94648846579	46084.5993791651	52420.29723514585	88473.6166644537	82716.80197031159	79054.05580926857	72535.75483780673	64636.890890998
PWY-7234	inosine-5'-phosphate biosynthesis III	32249.90618381661	29890.234751054304	33704.79613744349	30137.52144650405	34448.69961863638	50792.961653798906	44002.73999200876	42959.99093409984	37293.913874015816	31289.189411676853
PWY-7237	myo-, chiro- and scillo-inositol degradation	38756.48	42005.11	21655.63	50930.04	42296.28	8943.94	3955.2	6914.96	4650.06	6342.85
PWY-7242	D-fructuronate degradation	40458.01484399403	42632.01148405306	35661.78092124364	50179.37919834621	43180.07243665009	46626.797185855175	46139.93813660154	38984.1383178054	35772.38315623855	30814.93493768684
PWY-7254	TCA cycle VII (acetate-producers)	33940.3473317559	35788.183328718784	30115.85263515685	39063.10047429323	36793.26172736011	22701.87606432092	17640.753525536526	24295.72302245835	21870.73912505624	12418.526317759644
PWY-7255	ergothioneine biosynthesis I (bacteria)	0.0	0.0	0.0	0.0	0.0	0.0	3.999153849626867	0.0	0.0	0.0
PWY-7295	L-arabinose degradation IV	22.35217910996156	84.25168020627977	187.98762582443152	79.78715347660062	168.38794164134117	126.78436588192169	0.0	154.0694918336063	0.0	0.0
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	21318.455079701856	20942.84486388791	21025.47637204604	24099.64856368213	22684.006632109104	16999.05404516694	24464.17910327373	16537.957403644516	18583.149989380265	12019.476543545676
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	24619.37576286547	21715.69170482829	34155.85607308278	13912.819801561223	21618.808401012822	47550.17140328968	45229.3635158414	45000.86208726578	44306.03896447063	33632.12297388093
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	29525.23337741194	26420.536928274265	25728.265128912077	29984.74000387096	28561.873439021238	22895.23374333725	15959.74961719238	36895.469652299296	26919.40159331533	33120.205296698026
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	11049.5079822655	12864.770158847676	15491.817819045302	6580.689474702844	9785.158285742122	37807.62939178698	38075.71823829488	25745.863772599725	29764.19724524271	13395.176321245945
PWY-7347	sucrose biosynthesis III	0.0	41.97796811733685	98.88980298484788	65.95295683688131	59.96028105752694	64.94779215612132	0.0	84.94840702635838	70.44894468896314	0.0
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	694.5589671293036	959.3014692289224	1097.9375361480625	729.5343179843615	1004.9964969640356	1556.4677877314405	1094.3816017904596	1333.3300000000002	1236.6604613098043	913.982392154996
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	49.23539607465185	603.8848806211165	640.9056961839752	483.6632774308509	651.5019633871195	960.4815681636017	345.1003441033424	957.6737189179092	804.7613794717377	268.2718998219707
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	406.573314710848	519.3323113137302	406.4454486614868	218.4211598418764	343.7423401176159	635.2451129728341	847.8181491816795	559.8104567068295	468.204397690057	698.3644685995802
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	245.0550856126845	2142.566919963776	3552.2112040602788	2740.482419083836	2986.394006335004	3337.325171016582	0.0	3221.031500602661	2201.440036935541	0.0
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	19850.19502655975	18203.91337779498	10456.079105099245	22261.90190934337	18810.9916639805	4826.610264564759	2555.0425515371526	5377.959938050794	3652.722736554892	4843.618744200324
PWY-7391	isoprene biosynthesis II (engineered)	0.0	185.76093432985172	376.9439033676448	263.05811863126524	222.9494588367839	273.4555988820454	0.0	265.7498918098151	259.833752202926	0.0
PWY-7392	taxadiene biosynthesis (engineered)	32036.086878046743	27226.976145350647	34475.824266313524	27686.054206295383	31937.54875236383	49643.94652519776	42482.892585566566	41402.54503159098	37709.95670249582	31014.38195580618
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	40151.66726324484	32853.97916273166	40737.17613649377	32192.82138892758	33685.59408193595	53265.70766166948	53825.18345898643	56670.506916461374	49712.58692477267	50052.782469883925
PWY-7431	aromatic biogenic amine degradation (bacteria)	54.55105097322421	1081.0344932064438	1941.4540062205465	1360.2052933740374	1564.4473725799471	2241.7569278262454	7.989131522208784	1763.2093386323438	1126.3485458573375	5.994831238365045
PWY-7446	sulfoglycolysis	286.77474964524635	237.18260381408405	9484.396661275538	201.45058914947725	282.536848618177	970.7013685139128	1075.3698712811504	1115.876563479727	1131.6501587854004	517.7741361106329
PWY-7456	mannan degradation	10957.535317127122	11205.632603728254	13510.315250673231	6307.982841778243	11791.894670184342	23803.10567948628	18981.667275281485	21565.036441314496	15579.794277970235	14539.805651102995
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	35769.20998086855	30078.979307038404	39535.54329492881	29261.773537078647	30724.08406975969	51061.92743249875	52491.04448608263	46003.751108281314	50403.141764356886	32759.807396073465
PWY-7560	methylerythritol phosphate pathway II	41521.90679431097	32037.63029464774	41357.43990143929	32081.825445356342	33064.31859943745	61379.02958190845	65122.7773327918	61057.74849312338	57540.41692416227	51714.08880167556
PWY-7616	methanol oxidation to carbon dioxide	6.417758785541497	0.0	0.0	0.0	0.0	8.965676037026212	0.0	66.56235189864782	4.487140100654535	0.0
PWY-7663	gondoate biosynthesis (anaerobic)	65732.6273753283	58882.0896090646	62692.8399886758	61525.82335765516	64806.63704947117	94436.46121760207	93150.29082864289	86733.10056256718	82674.67060804417	69568.4204306784
PWY-7664	oleate biosynthesis IV (anaerobic)	33416.817686733106	33810.68011644163	43416.135746504486	39181.94132085029	36786.21601697786	25906.59496953984	21459.98585390635	28873.494764288946	23218.122833931087	16592.82614049591
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	43546.06453210101	38609.38495327391	45383.95525117316	37827.146809335376	42685.8231869067	74219.22201857732	68813.89163701297	70010.59599340371	63956.43786242459	56920.95759919914
PWY-922	mevalonate pathway I	4869.119398976143	5144.312563000478	6446.735357128246	7155.407964295076	13459.363557625082	18844.117594964355	10309.463933350413	10759.372070675452	7824.793770491365	6886.228239548033
PWY0-1061	superpathway of L-alanine biosynthesis	41332.78715049684	38912.77877791378	42319.34631066178	43477.97680302501	43586.299594323056	42537.18031331453	35894.23023507484	55393.99882366911	44202.86850318357	47648.81349685543
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	17081.483786456225	16804.336284177476	17050.257351773947	19984.972588241977	17132.307943054086	10267.70762975681	10827.53424627008	8707.48242977537	10013.976245048656	7347.463360126103
PWY0-1261	anhydromuropeptides recycling	48573.84722225818	43454.24678430711	49488.690686252165	48095.041566127446	50268.94765271642	53816.52066490863	51652.99326201565	45812.02348366213	42807.83942913691	35166.92472109383
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	14681.86654819983	16386.90890651144	5716.580736074587	20508.42910313812	16537.813076437866	2601.092080689144	2194.9289181695945	2598.138144349967	2389.132643642758	2180.39216140954
PWY0-1296	purine ribonucleosides degradation	34122.615899266806	29614.381310403423	30279.535925990825	35997.260980380706	34171.17106857193	42380.97388845235	44368.97048152341	30791.92090469093	30514.453678488582	24862.498417839764
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	36314.43466228625	32227.452439451583	30403.8947324813	39449.00771480139	37885.7828366222	41858.126247977976	38935.267661395126	29311.080779413587	28083.9442019602	23686.61862701176
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	36198.80011796315	31691.10874336572	30160.735295210103	38620.245517085576	36605.48592304941	41593.37140006699	38979.31615035166	28933.662062854688	27974.54845108582	23381.947242932336
PWY0-1319	CDP-diacylglycerol biosynthesis II	53456.0231672765	42829.19924189068	54154.34732218059	44258.154969002215	49887.83173921331	86071.98656127058	82284.9854815937	79522.45065180362	71709.00751261	66742.5542250082
PWY0-1338	polymyxin resistance	12821.294860791431	14739.116906637608	13436.522615757907	18046.806070792136	14913.703356828662	7264.349279622204	8821.864212033423	7397.783386451455	8645.829406008812	4734.512423182836
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	18957.410453272496	19717.604884502027	19698.28996558021	22320.60437993524	19663.703438115004	16253.211298669705	19823.719239718	13403.160800726186	16924.928872073928	8065.883510775242
PWY0-1479	tRNA processing	24801.62009445693	22578.076330813517	24354.943410727155	25253.73299554382	23798.36447688656	20094.15912553314	20849.05424731992	20510.14714294687	20287.841058040944	16858.120655202933
PWY0-1533	methylphosphonate degradation I	18102.96202577336	20994.38409739361	17484.98036167794	25137.100876657456	20732.32145506132	9635.480827851326	10996.9953645195	9140.78620075414	11263.77195182889	6694.673458654378
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	40131.89053269083	34814.084494417046	38894.62650121756	46043.45653574975	47877.19265067566	54024.74605641081	53093.43467383208	41080.48860616406	35192.17520519192	32288.84254491959
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	44307.838076535096	39381.39956358521	46386.75323119735	39457.37924833964	44328.3402573116	77665.98253970189	71648.7525416793	74066.02550704138	68089.40412112775	60250.502530949365
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	36439.49521381156	31928.12408177226	37970.755670813945	33192.9798605848	37414.6715967136	59150.05454460453	50082.96559937302	54594.953231931446	48334.72090708876	43941.57474682455
PWY0-321	phenylacetate degradation I (aerobic)	15901.516265274871	18171.80264463653	16054.228266648612	21764.283501052538	18172.928653844192	2871.797632703416	2112.744516594452	5435.890658135848	2867.88705425294	2171.226058656928
PWY0-41	allantoin degradation IV (anaerobic)	15821.989540516164	18037.43849988996	3216.080061908048	22562.95967747789	17681.615373012974	2252.820538151123	2021.0627939784804	2515.256611551081	2316.242426317341	2014.102892874574
PWY0-42	2-methylcitrate cycle I	242.83132532441437	665.424288159579	1460.7815995215797	734.1691959855481	984.5139105959954	1895.534170217656	1304.591736051722	2217.5602621227104	1851.417987457167	635.3618864642865
PWY0-781	aspartate superpathway	36048.73039980023	31749.543166731528	35799.466914761106	34685.97304785122	35018.00385038461	39368.73395544112	34986.446101158355	35727.20445845518	32036.26216038237	26650.241745895088
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	28945.183386952463	29428.13172544808	32150.822608261664	30140.452500645264	30380.52447102875	45001.364834373	42865.695965327366	41242.69826386742	39537.84512527772	32990.49897602088
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	30425.115753774677	31001.229885787827	40799.6007896384	36330.255599078	33832.732873006455	22921.432104552536	18885.436316701293	25732.467865947463	20557.36653262232	14639.573015844346
PWY1G-0	mycothiol biosynthesis	2.9122786381243624	0.0	0.0	0.0	0.0	3.74988938327192	0.0	28.528153999094823	1.8749724804789971	0.0
PWY490-3	nitrate reduction VI (assimilatory)	4415.74151317069	584.5011241963294	3248.1851431183445	1529.5847693504968	1429.420919379269	4268.20050616574	3367.737350299455	2436.9302035760243	1302.0420447759957	1941.6075588732815
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	47471.58769135311	40038.47751201374	45593.52888823601	43395.52047252905	47094.03389313761	69813.57515960222	60236.08305208525	67560.95290666737	52672.79716325343	55840.39614691545
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	47471.58769135311	40038.47751201374	45593.52888823601	43395.52047252905	47094.03389313761	69813.57515960222	60236.08305208525	67560.95290666737	52672.79716325343	55840.39614691545
PWYG-321	mycolate biosynthesis	33965.42115047484	34474.00782042006	44007.32568186554	40194.39841427878	37649.06726177366	26316.092195280155	21575.626486570287	29618.49578816841	23529.18978489843	17113.057371000235
PYRIDNUCSAL-PWY	NAD salvage pathway I	31663.411562015848	25273.550843817608	31421.69879022547	26296.96671278817	25641.41293626447	44309.5305488705	50059.39762731707	40836.32187220893	45940.03832033792	34976.51501550601
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	31396.570195426517	25513.23726329637	32790.02335647224	27502.27556678108	28954.70771467339	50993.38639431968	49960.8489029936	52636.849918865664	49035.14121603252	43815.812513817
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	23879.416217307426	24571.74369681724	28065.499866042417	24243.19290178578	24262.516755608613	39982.11276890192	38951.46990719175	42874.5205459638	43132.16252304429	31297.874063664032
REDCITCYC	TCA cycle VIII (helicobacter)	39643.6028670198	40607.88493668109	34973.77550881667	40768.252060568586	41369.00216016978	26515.42349390784	20659.063333708727	27895.216292437617	25367.35605083821	14322.773815817549
RHAMCAT-PWY	L-rhamnose degradation I	17583.011342605732	19540.070193941327	17576.052869575597	20264.64503512853	20180.904015290653	21405.018740920183	20449.63562400784	16762.07526122316	16079.366509634066	13931.576944318433
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	38485.23920312053	31095.190400751668	40284.33472378503	30802.458519039552	33489.35121077922	58202.38595307459	55050.629575773215	57715.15848730671	53860.36874394727	47330.549765317664
RUMP-PWY	formaldehyde oxidation I	10667.479727325855	1038.3074308802838	9761.229605787748	2032.8779232910365	2534.2932246870805	5133.057730696912	4393.510569271632	3761.373236019557	3532.076405315644	1862.904481707412
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	10769.946260723298	9476.907569913752	15004.71768842262	12607.444849703304	13681.949162383808	27009.00211028939	20564.57147630791	18882.19748839449	16267.408974301316	13491.684991529812
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	47497.99021857513	38562.59728350808	44757.496822826935	39733.52352824494	42186.15431440395	70458.11411265287	71270.62046982534	66278.44364108705	65451.99611263436	51315.26723838993
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	23360.747980450597	26009.456967821603	25452.950528483256	27886.604106242117	25529.562995553995	25814.319953046208	15705.141561765968	40799.33719447676	26251.040449546923	38602.98385769071
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	0.0	139.55537916107497	327.79673257246213	219.02837114756943	199.1945763615176	215.78951008612103	0.0	282.1373810586234	234.01080677553705	0.0
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	32291.02801664306	32686.42516707823	34030.92441808586	33797.060287131084	32731.864192807392	39854.3048630528	27746.845828869653	50842.43042156777	38736.97110128093	44048.53924991079
TCA	TCA cycle I (prokaryotic)	41034.05667806474	40453.26297004323	43002.56207856024	42294.85141339519	39756.23968237052	63186.45650955063	64035.308612408335	67584.05507928944	65406.62462239416	53342.01731173718
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	25692.66130798302	28093.10374343636	26774.24948453858	30908.728073123715	28367.050573270197	23375.274928824223	19921.63093123224	24790.56954944931	23700.641137940645	13506.52746991027
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	3949.882585434729	4694.264239136756	4983.177082596922	4648.00602944265	7415.269157086716	16900.617919140845	11484.25416179293	11334.469791536423	9034.575307663335	6631.220976456743
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	33770.38459310796	29000.70442199857	36027.03345028401	27869.894604375324	29174.85475173434	47600.57164470017	41904.91746618819	52846.72565724542	44965.74230748067	43721.74067455689
THREOCAT-PWY	superpathway of L-threonine metabolism	20522.618016590677	21347.81447051462	13742.104278958506	24098.08397862776	20887.175986742277	3656.363415859632	1955.388909049901	4635.34006226979	3246.8590399178274	4158.216897871003
THRESYN-PWY	superpathway of L-threonine biosynthesis	50530.99266968459	43111.547646679326	49277.244890531525	42876.58319245153	46864.79008908385	78080.08472557666	79275.71034866916	64900.882396614434	66684.74511000267	51943.15506623187
TRNA-CHARGING-PWY	tRNA charging	46269.10986355203	37196.79041734678	47134.97495630993	38843.85062910999	43587.83414589037	76203.7834092322	72446.59656524291	69532.81457896323	64031.287675156505	57015.69501396846
TRPSYN-PWY	L-tryptophan biosynthesis	32737.580177680964	30487.8538477741	34833.63086118762	31669.39185383848	32767.524031821267	56621.74678292333	58110.6193452932	59572.85307058239	56605.61753673135	48150.73556677062
TYRFUMCAT-PWY	L-tyrosine degradation I	449.04842783187394	1082.678849759272	2118.9539042195875	1317.3836504662634	1619.7375853641176	1544.6100573754277	48.36833327890878	3162.016614709914	1026.2896836729103	239.9161891815683
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	19145.18662406816	20308.24841276464	20825.92874064456	24182.38008440955	21417.25650784803	12721.857927786385	11390.075680418857	14097.562943290011	13045.625851734088	9388.22572599975
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	33499.106297067294	27392.982976189443	34305.34357346131	32167.927144663045	36039.12778949888	45721.50350693271	40665.14352239433	33872.09021217007	29110.81332404309	27351.160998061405
VALDEG-PWY	L-valine degradation I	1430.1934187984534	0.0	1085.80835828159	0.0	8.997152683746362	8.995606740736065	0.0	542.9272715579366	0.0	0.0
VALSYN-PWY	L-valine biosynthesis	48268.34666204425	40528.44382741513	48387.77207502997	41045.38631604161	42412.35504074547	77164.7982327165	80207.14069740835	74860.28460920144	69914.60288529971	61826.645388986304
